slug;name;name_short;dev_id;developer;class;class_zayavlen;class_why;class_declared;class_disputed;okrug;district;address;lat;lon;geo_precision;type;units_total;units_per_floor;floors;ceilings_m;parking;stage;deadline_initial;deadline;price_from_m2;price_median_m2;price_check;penthouses;penthouse_flag;architect;facade;energy_class;escrow;maintenance_rub_m2;website;sources;updated;p01;p02;p03;p04;p05;p06;p07;p08;p09;pasport;pasport_why;school_min;school_name;nota_school_min;nota_school_name;nota_15;marked_min;marked_name;marked_20;lots;lot_min_m2;lot_min_price;lots_median_m2;lots_date;has_foto;rynok
ilinka-3-8;Ильинка 3/8;Ильинка 3/8;sminex;Sminex;делюкс;делюкс;;делюкс;;ЦАО;Тверской;ул. Ильинка, 3/8;55.75455;37.62389;адрес;квартиры;;;6;;;сдан, есть остатки;;III кв. 2025;2160966;;;;;;;;;;https://www.sminex.com;novostroev.ru | coords approx https://www.sminex.com/podbor-nedvizhimosti добор 04/05: этажность — наш.дом.рф, объекты ЕИСЖС (46555 +3) 24.09.2026;23.09.2026;да;да;да;нет данных;нет данных;да;да;нет;да;Без отметки;красная линия: юридика;15;Школа № 179;15;Школа № 179;2;15;Школа № 179;2;28;47.6;111960000;;23.09.2026;да;первичка и вторичка
rozhdestvenka-8;Рождественка 8;Рождественка 8;sminex;Sminex;элитный;делюкс;понижен: не дотягивает до класса «делюкс» по двум и более признакам — плотность, паркинг;делюкс;да;ЦАО;Мещанский;ул. Рождественка, 8;55.76622;37.62469;адрес;квартиры;113;3;12;3.35;170;строится;;IV кв. 2029;4200000;;;;;;;;;;https://www.sminex.com;"novostroev.ru | coords approx https://novostroev.ru/novostroyki/moskva/cao/meshchanskiy/rozhdestvenka-8/ https://novostroev.ru/novostroyki/moskva/cao/elitnye/ https://www.sminex.com/rozhdestvenka-8 добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (66008) 24.09.2026; машиноместа, квартир на этаже, потолки — https://novostroev.ru/novostroyki/moskva/cao/meshchanskiy/rozhdestvenka-8/ 24.09.2026";23.09.2026;да;да;да;нет;нет;да;да;да;да;Присмотреться;минусы: плотность, машина;10;Лицей НИУ ВШЭ;10;Лицей НИУ ВШЭ;5;10;Лицей НИУ ВШЭ;3;;;285200000;;23.09.2026;да;первичка
fon-dessin;Фон Дессин (Fon Dessin);Фон Дессин;sminex;Sminex;делюкс;делюкс;минус к классу: плотность;делюкс;;ЦАО;Басманный;Потаповский пер., 5, стр. 4;55.76172;37.64045;адрес;квартиры;36;;8;;;строится;;II кв. 2026;1425551;;;;;;;;;;https://www.sminex.com;novostroev.ru | intermark.ru | coords approx https://www.sminex.com/podbor-nedvizhimosti добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (44476) 24.09.2026;23.09.2026;да;да;да;нет;нет данных;да;да;не применяется;да;Присмотреться;минусы: плотность;8;Школа «Покровский квартал»;8;Школа «Покровский квартал»;5;8;Лицей НИУ ВШЭ;2;15;113.5;161800000;;23.09.2026;да;первичка
frunzenskiy;Фрунзенский;Фрунзенский;sminex;Sminex;элитный;элитный;минус к классу: плотность;элитный;;ЦАО;Хамовники;Фрунзенская наб., 30;55.72506;37.58254;адрес;квартиры;216;;14;;;строится;;III кв. 2027;2369048;;;;;;;;;;https://www.sminex.com;novostroev.ru | metrium 1Q2026 | coords approx https://www.sminex.com/podbor-nedvizhimosti добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (58232) 24.09.2026;23.09.2026;да;да;да;нет;нет данных;да;да;да;да;Присмотреться;минусы: плотность;6;Школа № 171;6;Школа № 171;2;6;Школа № 171;4;156;67.2;159200000;;23.09.2026;да;первичка
gorodskaya-usadba-v-orlovo-davydovskom;Городская усадьба в Орлово-Давыдовском;Городская усадьба в Орлово-Давыдовском;sminex;Sminex;элитный;элитный;;элитный;;ЦАО;Мещанский;Орлово-Давыдовский пер., 2;55.78306;37.63937;адрес;квартиры;1;;2;;28;сдан, есть остатки;;сдан;;;;;;;;;;;https://www.sminex.com;novostroev.ru | coords approx https://gorodskaya-usadba.ru/ https://www.sminex.com/portfolio-proyectov https://realty.yandex.ru/moskva/kupit/novostrojka/x-4162912/ https://novostroev.ru/novostroyki/moskva/cao/meshchanskiy/gorodskaya-usadba-v-orlovo-davydovskom/ добор 04/05: этажность — https://novostroev.ru/novostroyki/moskva/cao/meshchanskiy/gorodskaya-usadba-v-orlovo-davydovskom/ (24.09.2026);23.09.2026;да;да;да;да;да;да;да;не применяется;нет данных;Отметка;;8;Школа № 2107;8;Школа № 2107;1;8;Школа № 2107;1;1;;;;23.09.2026;да;первичка и вторичка
vesper-pogodinskaya;Vesper Погодинская;Vesper Погодинская;vesper;Vesper;элитный;делюкс;понижен: не дотягивает до класса «делюкс» по двум и более признакам — плотность, паркинг;делюкс;да;ЦАО;Хамовники;ул. Погодинская, вл. 24, стр. 1, 2;55.73072;37.56424;адрес;квартиры;64;6;13;3.72;100;строится;;IV кв. 2028;;;;;;;;;;;https://www.vespermoscow.com;"novostroev.ru | novostroev.ru/articles | coords approx https://novostroev.ru/novostroyki/moskva/cao/khamovniki/vesper-pogodinskaya/ https://www.vespermoscow.com/projects/pogodinskaya/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (70225) 24.09.2026; машиноместа, квартир на этаже, потолки — https://novostroev.ru/novostroyki/moskva/cao/khamovniki/vesper-pogodinskaya/ 24.09.2026";23.09.2026;да;да;нет;нет;нет;нет данных;да;да;нет данных;Без отметки;минусы: повседневность, плотность, машина;3;Школа № 1535;3;Школа № 1535;2;3;Школа № 1535;3;;;;;;да;первичка
levenson;Левенсон (Levenson);Левенсон;vesper;Vesper;элитный;делюкс;понижен: не дотягивает до класса «делюкс» по двум и более признакам — паркинг, потолки;делюкс;да;ЦАО;Пресненский;Трёхпрудный пер., 9;55.76530;37.59656;адрес;квартиры;26;;5;2.70;18;строится;;III кв. 2027;2700000;;;;;;;;;;https://www.vespermoscow.com;"novostroev.ru | moskvadeluxe.ru | coords approx https://novostroev.ru/novostroyki/moskva/cao/presnenskiy/levenson/ https://novostroev.ru/novostroyki/moskva/cao/?page=3 https://www.vespermoscow.com/projects/levenson/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (52871) 24.09.2026; машиноместа, потолки — https://novostroev.ru/novostroyki/moskva/cao/presnenskiy/levenson/ 24.09.2026";23.09.2026;да;да;да;да;нет;нет данных;да;да;да;Присмотреться;минусы: машина;6;Школа № 1234;6;Школа № 1234;4;17;Школа № 2123 им. Мигеля Эрнандеса;1;;;467900000;;23.09.2026;да;первичка
vesper-kutuzovsky;Vesper Kutuzovsky (ODA Gallery);Vesper Kutuzovsky;vesper;Vesper;премиум;элитный;понижен: не дотягивает до класса «элитный» по двум и более признакам — адрес, плотность, паркинг, потолки;элитный;да;ЗАО;Дорогомилово;Кутузовский пр-т;55.74731;37.55353;адрес;квартиры;655;5;21;3.20;1001;строится;;I кв. 2028;1300000;;;;;;;;;;https://www.vespermoscow.com;"novostroev.ru | coords approx https://novostroev.ru/novostroyki/moskva/zao/dorogomilovo/oda-gallery/ https://www.vespermoscow.com добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (58300) 24.09.2026; машиноместа, квартир на этаже, потолки — https://novostroev.ru/novostroyki/moskva/zao/dorogomilovo/oda-gallery/ 24.09.2026";23.09.2026;да;да;нет;да;да;нет данных;да;да;да;Отметка;минусы: повседневность;5;Школа № 67;5;Школа № 67;3;29;Частная школа «Золотое сечение»;0;;48.3;82900000;;23.09.2026;да;первичка
uzory;Узоры;Узоры;capital-alliance;Capital Alliance (СЗ Вражский);элитный;делюкс;понижен: не дотягивает до класса «делюкс» по двум и более признакам — плотность, паркинг, потолки;делюкс;да;ЦАО;Хамовники;2-й Вражский пер., 8, стр. 2;55.73917;37.57428;адрес;квартиры;73;;13;3.23;84;строится;;IV кв. 2028;;;;;;;;;;;https://zhk-uzory.com;"novostroev.ru | NF Group 1Q2026 | coords approx https://novostroev.ru/novostroyki/moskva/cao/khamovniki/uzory/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (66802) 24.09.2026; машиноместа, потолки — https://novostroev.ru/novostroyki/moskva/cao/khamovniki/uzory/ 24.09.2026";23.09.2026;да;да;да;да;нет;нет данных;да;да;нет данных;Присмотреться;минусы: машина;4;Частная школа «Золотое сечение»;4;Частная школа «Золотое сечение»;3;4;Частная школа «Золотое сечение»;4;;;;;;да;первичка
luce;LUCE (Люче);LUCE;mr-group;MR Group;делюкс;делюкс;минус к классу: плотность;делюкс;;ЦАО;Арбат;Крестовоздвиженский пер., 4;55.75162;37.60552;адрес;квартиры;46;;8;;;строится;;II кв. 2027;2500000;;;;;;;;;;https://mr-group.ru;intermark.ru | novostroev.ru | coords approx https://www.mr-group.ru/projects/klubnyy-dom-luce/ https://www.mr-group.ru/flats/ добор 04/05: этажность, квартиры — наш.дом.рф, объекты ЕИСЖС (53669) 24.09.2026;23.09.2026;да;да;да;нет;нет данных;да;нет;да;да;Присмотреться;минусы: плотность, сроки дома;7;Пятьдесят седьмая школа;7;Пятьдесят седьмая школа;5;7;Пятьдесят седьмая школа;3;28;96.6;270452000;;23.09.2026;да;первичка
